P06002	Q9GNL3
Q9VD48	Q9GNL3
Q9VSK3	Q9GNL3
Q9VMV3	Q9VWZ8
Q9VWZ8	A1ZBG6
Q9VMT6	Q9VWZ8
Q9VDL2	Q6NP60
Q9VUI3	Q9VQW7
Q9VQW7	Q9VAC7
Q9VQW7	Q9VE88
Q9VQW7	Q8IQB4
Q9VQW7	Q9VW57
Q9VVP5	Q9VR87
Q9VM81	Q9VR87
Q8IQI1	Q9VR87
Q01645	Q9VR87
Q9VCF2	Q9VR87
P10379	Q9VR87
Q9VDM7	Q9VR87
Q9VBC5	Q9VR87
Q8T3W6	Q9VR87
P91632	Q9VR87
P20659	Q9VR87
Q9VJU5	Q9VR87
Q9VZE9	Q9Y103
Q9VZE9	Q9U9Q2
Q9W4F3	P42282
Q9W4F3	Q9VPS5
Q9W4G4	Q9W4V8
Q9VHC7	Q9W4G5
Q9W4G5	Q9VHC7
Q9VJU5	Q9W4J2
Q9W4L5	Q9VQJ0
Q9W4L5	Q9VRX7
Q9VWC6	Q9VSQ5
Q9VWC6	M9MRI4
Q9VWC6	EBI-108174
Q9VWC6	Q9V4B8
Q7JXC4	Q9VWC6
Q9VWC6	Q9W0I9
Q9VWC6	Q9VW92
Q9VJE3	Q9VWC8
Q9VWC8	Q960F7
Q9VWC8	Q9VLA2
Q9VWC8	Q9VEP4
Q27297	Q9VWC8
Q9VWC8	P52486
Q9VWC8	Q9VLS5
Q9VWC8	Q7K237
Q9VWC8	Q9VMC6
P08182	Q9VXS3
Q9VXS3	Q9VGI4
Q9W4I4	Q9VXS3
Q9VXS3	Q9VSB2
P20439	Q9VXS3
Q9VXS3	Q9VG62
Q9V3Z1	Q9VXS3
Q9VXS3	Q9V3Z1
Q9VXS3	Q9VX41
Q7JXC4	Q9VXS3
Q9VXS3	Q7JXC4
Q9VXS3	Q9VJU5
Q9VZV9	Q9VQJ0
Q9VR24	Q9VYQ0
Q9VHS8	Q9VZV9
Q9W5R5	Q9VYQ0
Q9V9V8	Q9VYQ0
Q9W4I4	Q9VYQ0
Q8IPM8	Q9VYQ0
P68198	Q9VYQ0
Q9VRS4	Q9VYQ0
Q9VYQ0	Q9VEX5
Q9VYQ0	Q9VJE4
Q9V668	Q9VYQ0
Q7JXB9	Q9VYQ0
Q9VXX0	Q9VYQ0
Q7Z2C5	Q9W220
Q7Z2C5	A1ZAJ6
Q7Z2C5	Q9VQW4
Q7Z2C5	P54353
Q7Z2C5	Q9VZM9
Q7Z2C5	Q8IMX4
Q9VS76	Q7Z2C5
Q9VYE7	A1ZBG6
Q9VYE7	EBI-105310
O46070	Q9VYE7
P49905	Q9VYE7
Q9VYE7	Q9VPT8
Q23985	Q9VYE7
Q9VBL2	Q9VYE7
Q9VYE7	Q9VBL2
P00528	Q9VYE7
Q9W0C5	Q9VYE7
Q960E4	Q9VYE7
Q9VYE7	Q8SX59
Q9V393	Q9VYD4
Q9V8V8	Q9VYD4
Q9W4I4	Q9VYD4
Q9W127	Q9VYD4
Q9W1G7	Q9VYD4
Q9VK57	Q9VYD4
Q9VWQ2	Q9VYD4
Q9VNX6	Q9VYD4
O46036	Q9VYD4
Q9VS59	Q9VYD4
Q8T3U2	Q9VYD4
Q9VJU2	Q9VYC9
Q9VYC9	Q9VTR2
P08175	Q9VYC9
Q9W5X1	Q9VYC9
Q9V3A9	Q9W455
Q9VH64	Q9W455
Q9VJB3	Q9W466
Q9VZE8	Q9VRQ6
Q9W4B6	Q9V3Z1
Q7K3V6	A1ZAC8
Q9VJC7	Q7K3V6
Q9V3Q4	Q8MSY4
Q7K3V6	P39736
Q9V3Q4	Q9VYV9
Q9VJZ4	Q9V3Q4
Q9VZS5	Q9VT19
Q9VZS5	Q9VPX7
Q9XZ68	Q7JUR5
P23757	Q9VZS5
Q7JUR5	Q9VQJ0
P48810	Q4V516
P48810	A1ZBR5
Q9VN86	P48810
P48810	Q961B9
Q9VXX0	P48810
Q9VJ87	Q9VCM6
Q9VJ87	Q9W510
P08879	Q9VRN3
Q7JWP6	Q9VRN3
Q6NLM8	Q7K3Z6
Q8T8R6	P24492
O77425	Q9VZK8
Q8MKL4	Q9VZK8
Q9W314	Q9VZK8
Q9VZX6	Q9VZK8
Q8MMC6	Q9VZK8
Q9V9Q2	Q9VZK8
Q9VPG0	Q9VZK8
Q8T9F0	Q9VZK8
Q9W4Y4	Q9VZK8
Q7YTY6	Q9VZK8
EBI-100471	Q9VZK8
Q7JZD5	Q7JZD5
Q9V393	Q7JZD5
Q7JZD5	Q9VTT1
Q7JZD5	Q7K3G5
Q7JZD5	Q9W4P5
Q7JZD5	Q9VNE1
Q9VNE1	Q7JZD5
O76927	Q7JZD5
Q7KNM2	Q7JZD5
Q7JZD5	Q9VYH1
EBI-155896	Q7JZD5
Q7JZD5	P13677
Q7JZD5	EBI-191255
Q9VXL5	Q7JZD5
Q9VNP4	P54353
Q9VBJ9	Q9VNP4
Q9VNP4	P17886
Q9VNP4	Q9NFU0
Q9VNP4	Q9VS91
Q9VNP4	Q9VLF2
Q9V359	Q9VZD5
Q9V9M7	Q9VJ53
Q9V9M7	Q9VK33
Q9V9M7	Q8SWW4
Q9V9M7	Q9VH24
Q9V9M7	P05812
Q9V9M7	Q9VVM6
Q9V9M7	Q9V9P0
Q9V9M7	Q9VVU4
Q9V9M7	Q5U0Y0
P02825	Q9W1T0
Q9W1T0	Q8T3X9
Q9VF43	Q961D1
Q9VF43	Q9V3S6
A1Z8V6	Q9VR47
Q9VW72	Q9VR47
P48456	Q9VR47
Q9VR24	Q9VR47
Q8IQG0	Q9VR47
Q9VQQ3	Q9VR47
Q27889	Q9VR47
Q9VM10	Q9VH19
P48598-1	O61351
O61351	Q7KML2
O61351	Q9W0B3
O61351	Q9VVL6
O61351	Q9VF18
P18053	Q9W3V5
Q7K1Y4	Q9VTC4
Q9VW87	EBI-141506
P52487	Q8IR79
Q9VH09	P52487
Q9VYG2	P52487
Q7K4Z4	P52487
O76924	P52487
Q8IRY7	P52487
Q9VC60	Q9VH37
Q9VA83	Q9VH37
Q9VH37	Q9W2X3
Q9VAI3	Q9VH37
M9PBA3	Q9VH37
Q9W0P0	Q9VH37
P02517	Q9VH37
O97394	Q9VH37
Q7YZA2	Q9VH37
Q9VS59	Q9VH37
P27398	Q8T913
Q8T913	P27398
Q8T913	Q01842
Q9VVY7	Q8T913
Q8MSF5	Q8T913
Q8T913	Q9VB62
Q8T972	Q8T913
Q9VH32	Q9VAU6
Q7JZZ3	A0A0B4LH08
Q9VQW4	A0A0B4LH08
Q9VH12	Q9W5G1
Q9VH00	Q9VTT3
Q8INM3	Q9W200
Q8INM3	P05812
P42287	EBI-107347
Q8T3Y0	Q9U1I1
Q9W3N6	Q9U1I1
Q9U1I1	Q9VLP1
Q8ST83	Q9U1I1
Q9VGM2	Q9U1I1
M9ND89	Q9U1I1
Q8T498	Q9U1I1
Q86BN4	Q9U1I1
P11956	Q9U1I1
Q9VKM7	Q9U1I1
Q9VXF9	Q9U1I1
Q9VKQ3	Q9U1I1
Q9U1I1	Q9V407
Q7KN74	Q9U1I1
Q9VT23	Q9U1I1
Q9VHC7	Q9U1I1
EBI-164534	Q9VRQ6
EBI-164534	Q9VF72
Q7JZZ3	EBI-164534
EBI-164534	Q9VQK1
EBI-164534	EBI-126729
EBI-164534	Q9W074
A1Z6Q1	EBI-164534
EBI-164534	Q9W3J9
EBI-164534	Q9VGG0
EBI-164534	P54366
EBI-164534	Q9VDD0
Q9VJQ3	EBI-164534
Q7JR96	EBI-164534
EBI-164534	Q9VAB8
EBI-164534	Q9V785
EBI-164534	P07665
EBI-164534	Q9W379
Q9VJD4	Q7K527
Q9VK21	EBI-164534
Q7K527	P39736
Q9VL91	A1Z6U3
Q7K010	Q9VRV9
Q9VWG1	Q9W101
Q9W101	Q9VN41
Q9VX12	Q9W101
Q7JWV5	Q7JZM8
Q7JWV5	Q7K2G1
Q7JWV5	A1Z9G7
Q7JWV5	Q9VUR8
Q7JWV5	A1ZBT3
Q7JWV5	Q95RG8
Q7JWV5	Q9VAE4
Q7JWV5	Q9VTC7
Q7JWV5	Q9VIY5
Q7JWV5	Q9W2N5
Q7JWV5	Q9VLB9
Q7JWV5	Q9VPU3
Q7JWV5	Q9W224
Q7JWV5	Q8T0U2
Q7JWV5	Q9VWS1
Q7JWV5	P40301
Q7JWV5	Q9VLR0
Q7JWV5	Q9VXG4
Q8T465	Q9V3Z9
Q9VJU5	A1Z9T6
Q8T465	Q8IPW1
Q8T465	Q9VY98
EBI-190869	Q7K0L7
A1Z9S8	EBI-143525
A1Z9S8	EBI-138930
A1Z9S8	Q7PLP5
A1Z9S8	Q9VSB2
O97183	A1Z9S8
A1Z9S8	Q9VP48
A1Z9S8	Q9VJU5
Q9VJU5	A1Z9S8
Q9VAX3	Q24423
EBI-113827	Q9V9Z8
Q9VB05	EBI-127547
P42287	Q9VB05
Q9W2E1	Q9VB05
Q9VN52	Q9VB05
Q9VB05	Q9VVB5
Q9VKX4	Q9VB05
EBI-133392	Q9W4J8
EBI-133392	P49258
EBI-133392	Q9W3K6
EBI-133392	Q9W3Z5
EBI-133392	P92208
EBI-133392	Q9VD71
EBI-133392	Q9VC66
P55965	EBI-133392
Q9W0H1	EBI-133392
EBI-133392	A1ZAP0
Q7JQH9	Q9VV90
EBI-85014	Q7JQH9
Q7JQH9	Q9W513
Q7JQH9	O46070
Q7JQH9	Q9V3Z1
P07764-1	A1Z898
Q9I7L6	A1Z897
Q8T8R6	Q9VK38
Q8T8R6	Q95RG8
Q8T8R6	Q9VUK0
P13395	Q8T8R6
Q8T8R6	Q9VLL9
A1Z877	P48603
Q8T8R6	Q9VSK1
A1Z877	Q9VZ45
A1Z877	Q9VGC2
Q29QP5	Q9VCU7
P84051	Q7JXF7
Q9VUL2	Q8MUJ1
Q8MUJ1	Q9VIJ4
Q9GYU8	Q7K0A0
Q9VVP5	EBI-127547
Q9VVG2	EBI-127547
Q8IQI1	EBI-127547
P08175	EBI-127547
Q9W512	EBI-127547
Q8MLN5	EBI-127547
Q8T959	EBI-127547
Q9VYJ3	EBI-127547
Q868Z9	EBI-127547
EBI-127547	Q9VPU3
P20439	EBI-127547
EBI-127547	Q9VD28
Q9VVI0	EBI-127547
EBI-127547	Q9VVQ1
Q8T3W6	EBI-127547
P08736	EBI-127547
H1UUE3	EBI-127547
EBI-127547	Q9VJU5
Q9W0H1	EBI-127547
P61857	EBI-127547
P13060	A1Z8B1
Q9VEN1	A1Z8B1
Q9VEC1	A1Z8B1
Q27889	A1Z8B1
P20193	Q7JW07
Q9VX05	EBI-191695
Q7JW60	Q9VTT1
Q7JW60	Q9VLB2
Q7JW60	Q9V9V7
Q7JW60	A1Z8L7
Q9VHG3	Q9VJQ0
Q9VZU1	Q7JZM8
Q9VK57	Q7JZM8
Q8IQI1	Q86NV3
Q9VJU5	Q86NV3
Q9VX05	EBI-89218
EBI-85014	EBI-89218
EBI-173411	EBI-89218
Q9VR24	EBI-89218
Q9VZ09	EBI-89218
EBI-161439	EBI-89218
Q9Y119	EBI-89218
Q9W3V2	EBI-89218
Q9VDS9	EBI-89218
P54623	EBI-89218
Q9VLK8	EBI-89218
Q9VLQ9	EBI-89218
A1ZA24	P29349-2
Q9VP44	Q9VQA5
Q9VP44	Q9VN49
Q9VP44	Q9VLA2
A1ZBT5	Q9VP65
Q9W4I4	Q9VP65
Q9VWZ1	Q9VP65
A1Z6H0	Q9VCR6
Q9VX05	Q9VX05
Q9VJM6	Q9VP89
Q9VX05	Q9VX94
EBI-151022	Q9VX05
Q9VX05	Q9VPG9
Q9VX05	Q9VMY2
Q9VX05	Q9VRT9
Q9VX05	P48456
Q9VX05	O44424
Q9VX05	Q9VFL4
Q9VFL4	Q9VX05
Q9VX05	A1ZBG6
Q9VX05	Q961D1
Q9VX05	Q9W4H1
Q9V3P3	Q9VX05
Q9VLD7	Q9VX05
Q9VX05	Q7K4X4
Q9VX05	Q9VQK1
Q9VX05	Q9VIY3
Q9VX05	Q8SZ63
Q9W0G6	Q9VX05
Q9VX05	Q9VPS5
Q9VX05	O46106
Q9VX05	Q9W1V2
Q7KTP7	Q9VX05
Q9VX05	Q9VQJ0
Q9VWB0	Q9VX05
Q9VX05	Q8WTI8
P17704	Q9VX05
Q9VX05	Q960H6
Q9VX05	Q8IPW1
Q7K0X9	Q9VX05
A1YK02	Q9VX05
Q9VX05	Q9VF74
Q9VX05	A1ZAW3
Q9VX05	Q9VHR7
Q9VX05	P25008
Q9VX05	Q8INH9
Q9VX05	Q9VXR6
Q9VX05	Q9VHA9
Q9VX05	Q9VS38
Q9U9Q4	Q9VX05
Q9VX05	Q9VM57
Q9VX05	Q5U179
Q9VX05	Q9VVC3
Q9VX43	Q9W028
Q9VX43	Q9VNY8
Q9VX43	Q95TK5
Q9VX43	Q9XZ68
Q9VX43	Q9VYM5
Q9VX43	Q9W4P5
Q9VX43	Q9VD13
Q9VX43	Q9VW34
Q9VX43	P19339-3
Q9VX43	Q02361
Q9VX43	Q8IQB8
Q9VX43	Q6NQZ7
Q9VX43	Q9VH77
Q9VX43	P07187
Q9V458	Q9VX52
EBI-87362	Q7JZC9
EBI-87362	A1ZBD8
EBI-87362	Q9W4L6
EBI-87362	Q9VDW6
EBI-139242	EBI-89655
Q9W4I4	Q9VX94
Q9VDC1	Q9VX94
Q9VCV3	Q9VX94
Q9VF93	Q9VX94
Q9VP13	Q9VX94
Q9VW27	Q9VX94
Q9VXA4	A1Z8V7
Q9VXA7	Q9W200
Q9VXA7	Q9VTE0
Q9VXA7	Q9VF72
Q9VXA7	Q9VKF5
Q9VXA7	Q9VR19
Q9VXA7	A1ZAC8
Q9VXA7	O18404
Q9VXA7	Q9VAC4
Q9VXA7	Q9VX24
Q9VVC2	Q9VV11
Q9VVC2	Q24564
A1ZBE8	Q9VVC2
Q8T4F7	Q9VVC2
Q9VVC2	Q9VQK1
Q9W5Y4	Q9VVC2
P10981	Q9VVC2
A1Z6Q1	Q9VVC2
Q23985	Q9VVC2
Q9W4I4	Q9VVC2
P11147	Q9VVC2
Q9VVC2	Q9VX60
Q9VVC2	Q9VCE6
Q9VEX0	Q9VVC2
P23696	Q9VVC2
Q9VVE2	Q9VVC2
Q24167	Q9VVC2
Q9VID9	Q9VVC2
Q9VHB2	Q9VVC2
A1ZBT2	Q9VVC0
Q9VJE5-2	Q9VVC0
EBI-101994	Q9VAU6
Q8T3Y0	Q9VV90
Q8T3Y0	Q9VV32
Q9VRM1	Q8T3Y0
Q8T3Y0	Q9W164
Q9VTR7	Q8T3Y0
Q9VMZ6	Q8T3Y0
Q9VGL0	Q8T3Y0
A1ZBC3	Q8T3Y0
Q8T3Y0	Q9W2X3
Q9W433	Q8T3Y0
O62526	Q8T3Y0
Q8T3Y0	Q9VQK1
Q8T3Y0	Q9VJ46
Q8T3Y0	Q9VTR2
Q8T3Y0	P29310-2
Q8T3Y0	A1Z8D4
Q8T3Y0	P42282
Q8T3Y0	Q9VI54
P02825	Q8T3Y0
Q9W3H5	Q8T3Y0
Q8T3Y0	Q7JVF1
Q7KRU8	Q8T3Y0
EBI-98108	Q8T3Y0
Q8T3Y0	EBI-98108
Q8T3Y0	Q9VUJ3
Q8T3Y0	Q9VD05
Q8T3Y0	Q9VHP9
Q9VGN4	Q8T3Y0
Q7KUB3	Q8T3Y0
Q7JZD3	Q8T3Y0
Q8T3Y0	Q7JZD3
Q8SY72	Q8T3Y0
Q8T3Y0	EBI-102305
P20439	Q8T3Y0
Q8T3Y0	O76460
Q8T3Y0	Q9VQV2
Q8T3Y0	Q8IPW1
Q8T3Y0	Q9W144
Q8T3Y0	Q8T092
Q8T3Y0	P54623
Q9VJM1	Q8T3Y0
Q8T3Y0	Q9VBQ3
Q9V3T8	Q8T3Y0
Q8T3Y0	P22807
Q8T3Y0	Q9VCE6
Q8T3Y0	C0HK94
Q8T3Y0	Q9VVD0
Q8T3Y0	Q9VLU6
Q8T3Y0	Q6NQZ7
Q8T3Y0	Q95RQ1
Q8T3Y0	Q9VP57
Q8T3Y0	Q9VHA9
Q7KHK4	Q8T3Y0
Q9VS34	Q8T3Y0
Q960E4	Q8T3Y0
P41094	Q8T3Y0
Q960E4	Q8T3Y0
Q8T3Y0	Q9W2L6
Q8T3Y0	Q9VFT4
Q8T3Y0	Q8MSW4
Q8T3Y0	Q9VVA9
Q9VH48	Q9VV94
Q9VV94	Q8IMX4
Q9VV94	Q9VDF0
Q9VV94	Q9W0I9
Q9VIQ2	Q9VV90
A9UN61	Q9VV90
Q9VGE8	Q9VV90
Q9VQW4	Q9VV90
Q9VV90	Q9W465
Q9W5Y4	Q9VV90
EBI-161439	Q9VV90
Q8IQI1	Q9VV90
Q9VV90	Q9VMC7
P35381	Q9VV90
Q9W3S4	Q9VV90
Q9VV52	Q9VV90
Q9VV90	Q7KML2
Q9VSS7	Q9VV90
Q9VV90	P35415
Q9VVT5	Q9VV90
Q9VV90	Q9VCV9
Q9VW52	Q9VV90
Q9VLK3	Q9VV32
O16011-3	Q9VV32
Q9VQW4	Q9VV32
Q9VSY9	Q9VV32
A1ZA47	Q9VV32
Q24207	Q9VV32
Q9VV29	Q9VMS5
Q9VV29	Q9VAA1
Q9VV29	A1ZAC8
Q9VV29	Q9VM81
Q9VV29	Q7JXC4
P00528	Q9VV29
Q9VV26	Q9VAE7
Q9VV24	Q9VBI1
Q9VV24	Q02361
Q9VV24	Q6NQZ3
Q9VV24	Q9VJE7
Q9VV24	Q9VD92
Q9VV23	Q9VWD9
Q9VV23	Q9VSY9
Q9VV23	Q9VDF0
Q9VV23	Q24423
Q9VV23	Q9VP47
Q9VV12	Q9VV20
EBI-177649	Q9VV20
Q9VRM1	Q9VV20
Q9VVG2	Q9VV20
P08182	Q9VV20
Q9W512	Q9VV20
P20482	Q9VV20
P10981	Q9VV20
O76876	Q9VV20
Q9VII9	Q9VV20
P20439	Q9VV20
O77237	Q9VV20
Q9VCT3	Q9VV20
Q94901	Q9VV20
Q9VMX7	Q9VV20
P22058	Q9VV20
Q9VV19	Q9VR29
Q9VV18	P18102
Q9VB81	Q9VV18
Q9VV18	Q9VY14
Q9VV18	Q9VNC4
Q9VV18	Q9VPQ2
Q9VV18	Q24423
Q9VV18	EBI-119391
Q9VV18	Q8IMX4
Q9VV18	Q4V480
Q9VV18	Q8SY52
Q9VQW4	EBI-130068
Q9W3J9	EBI-130068
EBI-130068	Q9VVN4
EBI-130068	Q9VJU5
Q9VV14	Q9W0I9
P16163	Q9VV14
Q9VV02	Q9W1H4
Q9VV36	Q9VUF3
Q9VV30	Q9W0V5
Q9VV25	Q9VCT6
Q9VV25	Q9VWD9
Q9VV13	EBI-119391
Q9VV13	A1Z8Q7
Q9VV12	EBI-177649
Q9VV12	Q9W1U2
Q9VV12	Q9VZB1
Q9VV12	Q9VY14
Q9VV12	Q9VYQ5
Q9VV12	Q9VPQ2
Q9VV12	Q8IQV7
Q9VV12	A1Z7M0
Q9VV11	Q9VLJ8
Q9VV11	Q9VU23
Q9VV11	Q9VTE0
Q9VV11	A1ZBG6
Q9VV11	Q9VXD4
Q9VV11	Q9VNC4
Q9VV11	Q9VZM9
Q9VV11	Q4V480
Q9VV11	Q9VSP8
Q9VV11	A1Z8L7
Q9VV11	Q9VLI1
Q9VV11	Q9VAU6
Q9VV10	Q4V480
O97067	P27398
O97067	A1ZBG6
Q9VR92	O97067
O97067	Q9VAC7
O97067	Q9V3W9
Q9W205	O97067
O97067	P54357
O97067	Q9VT01
O97067	P05389
O97067	Q9VJD4
O97067	Q7JY26
O97067	Q9VPH6
O97067	Q7K486
O97067	Q8MYU6
Q9VW91	Q9VV06
Q9VK57	Q9VUZ8
Q8IQN0	P40798
P36241	Q9VUY2
Q9VUY2	O96860
Q9VUY2	Q24117
Q9VUY2	Q9VWP6
Q9VUE1	Q9VUX8
Q9W4B3	Q9VUX8
Q9VF15	Q9VIU2
Q9VIT5	Q9VSG9
EBI-151022	Q7JZC9
EBI-151022	EBI-127171
EBI-151022	P18102
EBI-151022	Q9VPU5
EBI-151022	Q9VY14
EBI-151022	O44424
EBI-151022	Q9W465
EBI-151022	Q7JXV9
EBI-151022	Q9VKD6
EBI-151022	Q9VR64
EBI-151022	Q9VS07
EBI-151022	Q8SZ63
EBI-151022	Q9VZ27
Q961C9	EBI-151022
Q8IMJ2	EBI-151022
EBI-151022	Q9W3U0
EBI-151022	Q7JY26
EBI-151022	Q9VBK9
Q7JXF5	EBI-151022
Q9VVC8	EBI-151022
EBI-151022	Q9V785
EBI-151022	Q9VRX7
EBI-151022	Q9VH84
EBI-151022	Q9V345
Q9VUL2	Q9VIV8
Q9VIV8	Q9V564-1
Q9VIV8	Q9VN49
Q9VZV5	Q9VIV8
Q23985	Q9VIV8
Q9VYG2	Q9VIV8
Q9VIV8	Q9VDS5
Q9VIV8	Q9VBN1
Q0IGU7	Q9VIV8
Q9VDK2	Q9VIV8
Q9VS59	Q9VIV8
P48605	Q9VIV8
Q8SX59	Q9VIV8
Q9U9Q4	Q9VIV8
Q9VXU8	Q9VIV8
Q9VVP8	Q9VIW8
Q9VIW8	Q9W510
O77430	Q9VIW8
Q9VIW8	O77430
Q9W303	Q9VIW8
Q9VNF9	Q9VIW8
Q8MLN5	Q9VIW8
Q9VVT5	Q9VIW8
Q7JZV0	Q9VIW8
Q9VVG9	Q9VLK7
Q9VLK7	Q9VBN1
Q9VCS4	Q9VLK7
Q6NN09	Q9VZF1
P27398	Q9VLJ8
Q9VMZ6	Q9VLJ8
Q9VLJ8	Q9W549
Q9VEE9	Q9VLJ8
EBI-161439	Q9VLJ8
Q9VLJ8	Q9VZ45
Q9VLJ8	O46070
Q7K274	Q9VLJ8
Q8INT9	Q9VLJ8
P21914	Q9VLJ8
Q9VLJ8	Q9W424
Q9VL91	Q9VLJ8
P48598-1	Q9VLJ8
Q9W3S4	Q9VLJ8
Q9VLD6	Q9VLJ8
P52295	Q9VLJ8
Q27368	Q9VLJ8
Q8I0N3	Q9VLJ8
Q9VMQ5	Q9VLJ8
Q9VD99	Q9VLJ8
Q9VIH1	Q9VLJ8
Q9VLK3	A1Z714
Q9VLK3	P07182
Q9VLK3	O44783
Q9VLK3	Q9VVC3
Q9VLK1	Q9VT29
Q9VLK1	Q9W4F9
Q9VLK1	Q7JZ53
Q9VLK1	O76924
Q9VLK1	Q9V3A0
Q9VHG6	Q9VLJ9
Q9VRD6	Q9VLB0
Q9VQD7	Q9VLB0
A9UN61	Q9VC50
A9UN61	Q9VCT6
A9UN61	P27398
A9UN61	Q9VWG6
A9UN61	A1ZBG6
A9UN61	EBI-105310
A9UN61	Q9VYS4
A9UN61	Q9W4B3
A9UN61	Q9W5X9
A9UN61	O46070
A9UN61	Q9VDW6
A9UN61	Q9VGG3
A9UN61	Q8IH18
Q9VCR6	A9UN61
A9UN61	Q9VDD0
A9UN61	Q9VLA2
A9UN61	Q9VH19
A9UN61	Q9VYG2
A9UN61	P11455
A9UN61	Q9V3M9
A9UN61	Q9VEP4
A9UN61	Q9VH48
A9UN61	Q9VDK2
A9UN61	Q9VDJ8
A9UN61	Q86NW1
A9UN61	Q9VTH8
A9UN61	Q4V480
A9UN61	Q9VT69
A9UN61	Q9VX06
A9UN61	Q9VS91
A9UN61	Q9V3V3
P22464	Q9VL93
Q9VL93	P22464
Q9VUL2	Q9VL73
Q8IRH5	Q9VL73
Q9VR35	Q9VL73
A1ZAC8	Q9VL73
Q9W3Z4	Q9VL73
Q960H6	Q9VL73
Q9VL73	Q9W4M8
Q9VDV3	Q9VL73
Q9VW57	Q9VL73
Q8INR0	Q9VL73
EBI-161439	Q9VL65
Q7K2X1	Q9VL65
Q9VHA9	Q9VL65
Q9VH84	Q9VL65
Q9VL48	Q9VJE3
Q9VL48	Q9V3W9
Q9VL48	Q9W074
Q9VAJ1	Q9VL48
Q8SX21	Q9VL48
Q9W0T1	Q9VL48
Q9VL48	Q9VDA2
Q9VL48	Q9VFC8
Q9VYU9	Q9VL48
Q9VED4	Q9VL41
P54361	EBI-123186
Q9VFV9	Q9VL41
Q9VL03	Q9VL03
Q9VL03	Q9VRQ6
Q9VVG1	Q9VL03
Q9VL03	Q9VCT6
Q9VL03	Q9VMP2
O16011-3	Q9VL03
P82705	Q9VL03
Q9VL03	Q961D1
Q9VL03	Q7JWW6
O76876	Q9VL03
Q9VL03	Q9VBK2
P20439	Q9VL03
Q9VL03	Q9VD71
Q9VK57	Q9VL03
Q9VWN3	Q9VL03
Q9VLT7	Q9VL03
Q9VL03	Q9VW52
Q9VFZ4	Q9VL03
Q7K480	Q9VL03
P08736	Q9VL03
Q9VL03	P13097
Q9VL03	P40657
Q9W3N6	Q9VKY1
Q24292	Q9VKY1
Q9VZW3	Q9VKY1
P33450	Q9VKY1
P41375	Q9VKY1
Q9VTU9	Q9VKY1
Q9VT65	Q9VKY1
Q9VKY1	Q9VFV9
Q9W4M0	Q9VRC3
Q9VR24	Q9VRC3
Q9VRC3	Q9W334
Q9VFF0	Q9VRC3
Q23985	Q9VRC3
Q9VRC3	Q868T3
Q9VKC5	Q9VRC3
Q9VWQ2	Q9VKV4
Q9VKX8	Q7K3Y9
Q9VFW7	Q9VKU4
P13496	Q9VKU4
Q0E9A0	Q0E9A0
Q0E9A0	Q961D1
Q0E9A0	P25932
Q8IRH5	Q0E9A0
O97069	Q95RG8
Q8SXX0	A1Z917
A1Z917	EBI-126729
A1Z917	Q9W3J4
Q9W3J4	A1Z917
Q8IRH5	A1Z917
P20483	A1Z8Y4
Q9VW02	A1Z8Y4
A1Z8Z8	A1Z8H7
A1Z8Z8	Q9VC48
A1Z8Z8	A1ZBG6
A1Z8Z8	A1ZBP6
A1Z8Z8	Q8T0U6
A1Z8Z8	Q9VQJ0
A1Z8Z8	Q9VQA2
A1Z8Z8	Q9VYG2
A1Z8Z8	Q9VUK7
A1Z8Z8	Q8IMS8
Q9VLV7	A1Z8Z8
A1Z8Z8	Q9VLU9
A1Z8Z8	Q9VTP5
P05661	Q9V6A9
Q7JWN2	Q9VJM5
Q7JWN2	Q9VSQ5
Q7JWN2	Q9VMU5
Q04499	Q7JWN2
Q95RB1	Q7JWN2
Q7JWN2	Q8MYW5
Q7JWN2	P54356
Q7JWN2	Q9VJE3
Q7JWN2	Q9VJ24
Q7JWN2	Q9VZ44
Q7JWN2	Q9W0Y0
Q7JWN2	Q9VMD4
Q7JWN2	Q9VM81
Q7JWN2	Q8T3Y1
Q7JWN2	Q8IQI1
Q7JWN2	Q9VTR2
Q7JWN2	O44783
Q7JWN2	M9MRI4
Q7JWN2	Q9V4B8
Q7JWN2	A1ZAC8
Q7JWN2	Q9VT02
Q7JWN2	Q8SXY5
Q7JWN2	Q9VRL7
Q7JWN2	Q9VD25
Q7JWN2	Q9VL27
Q7JWN2	Q9VCE6
Q7JWN2	O97365
Q7JWN2	Q9VEX4
Q7JWN2	Q9VW92
Q7JWN2	O18404
Q7JWN2	P23696
Q7JWN2	P11046
Q7JWN2	Q6NQZ7
Q7JWN2	Q8T3W6
Q7JWN2	Q8INR0
Q7JWN2	Q9VX37
Q7JWN2	Q9VJW5
Q9VZE4	Q9W483
Q9VZE4	Q9VFW4
Q59DZ4	A1Z8W3
Q9V9Q7	A1Z8W3
A1ZAU6	A1Z8W3
Q9VX56	A1Z8W3
A1Z8W3	Q9VB58
Q9VEF5	A1Z8W3
P02825	A1Z8V8
O97125	A1Z8V8
Q7PLP5	A1Z8V7
Q7JQL6	A1Z8V7
P46223	A1Z8V7
P17704	A1Z8V7
Q8SWV6	A1Z8V7
A1Z8V6	Q9VQW5
A1Z8V6	Q9VA25
A1Z8V6	Q9W4L6
A1Z8V6	Q9VR09
A1Z8V6	A1ZAJ6
Q9W023	Q9VS82
